NAME,total_housing_units,built_2020_or_later,built_2010_to_2019,built_2000_to_2009,built_1990_to_1999,built_1980_to_1989,built_1970_to_1979,built_1960_to_1969,built_1950_to_1959,built_1940_to_1949,median_year_year_built,state,county
"Pasquotank County, North Carolina",17565,176,1289,4035,2770,2526,1370,1332,1278,738,1988,37,139
"Pender County, North Carolina",31007,1054,5311,7442,6300,4102,2802,1152,916,534,1997,37,141
"Perquimans County, North Carolina",6918,10,736,1562,1328,877,828,341,396,175,1991,37,143
"Person County, North Carolina",18482,227,1119,2997,3535,2414,2415,1650,2036,678,1984,37,145
"Pitt County, North Carolina",81656,671,10952,18254,16288,10867,10604,5685,4006,1580,1993,37,147
"Polk County, North Carolina",10949,89,575,1654,1971,1556,1740,1074,795,426,1982,37,149
"Randolph County, North Carolina",62544,492,4481,9308,11662,10114,9248,5467,5977,2439,1985,37,151
"Richmond County, North Carolina",19840,53,1259,1868,2541,2325,3456,3823,1905,1334,1975,37,153
"Robeson County, North Carolina",48874,465,4030,5438,10645,8420,8179,4167,3557,1642,1985,37,155
"Rockingham County, North Carolina",43685,293,2533,5458,7104,5680,7102,4570,4267,2926,1979,37,157
"Rowan County, North Carolina",64263,739,5065,9675,10970,7565,8927,5658,5678,3413,1982,37,159
"Rutherford County, North Carolina",32682,322,1857,4523,5802,3878,4736,3370,3358,2351,1980,37,161
"Sampson County, North Carolina",25739,198,1932,3900,5676,3230,3795,2548,1910,866,1986,37,163
"Scotland County, North Carolina",14421,59,667,1374,2794,2589,2537,1647,1247,721,1981,37,165
"Stanly County, North Carolina",28292,344,1921,2585,3695,3449,4300,2902,3729,2003,1975,37,167
"Stokes County, North Carolina",21353,167,1349,2924,3840,3329,4705,2328,1035,629,1983,37,169
"Surry County, North Carolina",33609,142,1837,3755,6269,4584,5428,3831,2991,1866,1980,37,171
"Swain County, North Carolina",8529,29,427,1816,1840,1245,1514,672,412,288,1989,37,173
"Transylvania County, North Carolina",19147,131,1035,3057,3166,3279,3295,1979,1177,1026,1983,37,175
"Tyrrell County, North Carolina",2004,0,186,360,224,311,233,209,57,101,1983,37,177
"Union County, North Carolina",86730,2593,13423,25034,18353,9841,7045,4059,2871,1228,1999,37,179
"Vance County, North Carolina",19423,129,967,2301,3704,2831,2821,2549,2051,752,1981,37,181
"Wake County, North Carolina",481999,13376,100913,116008,92366,68828,40712,23015,12922,4471,1999,37,183
"Warren County, North Carolina",11543,138,813,1754,2444,2188,1996,394,563,331,1987,37,185
"Washington County, North Carolina",6045,6,221,565,467,1142,1243,859,532,201,1975,37,187
"Watauga County, North Carolina",33028,189,2629,5802,6359,6044,5406,3120,1508,694,1987,37,189
"Wayne County, North Carolina",53134,436,3643,7604,9800,7791,8763,6326,3833,1892,1983,37,191
"Wilkes County, North Carolina",31744,123,1502,3494,4677,5887,5786,3886,2774,1555,1980,37,193
"Wilson County, North Carolina",36702,304,2801,6320,6334,5540,5244,2900,3438,1399,1985,37,195
"Yadkin County, North Carolina",17165,50,716,1936,3544,2732,3263,1453,1542,916,1981,37,197
"Yancey County, North Carolina",11317,49,864,1883,2253,2017,1420,919,480,563,1987,37,199
"Adams County, North Dakota",1336,7,118,56,31,141,261,149,134,88,1966,38,001
"Barnes County, North Dakota",5706,24,497,217,529,452,992,535,490,284,1967,38,003
"Benson County, North Dakota",2544,3,95,183,155,317,542,495,200,124,1970,38,005
"Billings County, North Dakota",527,0,104,60,49,86,82,30,23,43,1984,38,007
"Bottineau County, North Dakota",3972,0,389,395,365,501,910,276,326,296,1976,38,009
"Bowman County, North Dakota",1637,0,109,136,127,157,348,128,122,173,1972,38,011
"Burke County, North Dakota",1403,0,142,79,66,101,280,186,103,56,1968,38,013
"Burleigh County, North Dakota",43387,529,8286,6387,5365,4474,8493,3157,3253,1055,1987,38,015
"Cass County, North Dakota",87497,1730,18627,14945,12141,9113,12065,4808,5869,1837,1993,38,017
"Cavalier County, North Dakota",2115,0,82,97,201,177,495,321,223,218,1970,38,019
"Dickey County, North Dakota",2386,16,94,100,174,260,414,299,215,208,1965,38,021
"Divide County, North Dakota",1373,2,160,110,16,102,197,122,112,86,1962,38,023
"Dunn County, North Dakota",2116,5,374,274,125,313,236,211,148,155,1981,38,025
"Eddy County, North Dakota",1338,0,92,67,106,124,227,163,157,70,1967,38,027
"Emmons County, North Dakota",2049,43,108,139,186,207,237,199,232,125,1965,38,029
"Foster County, North Dakota",1782,0,212,131,94,81,405,265,183,118,1971,38,031
"Golden Valley County, North Dakota",906,0,47,51,33,106,180,63,83,33,1964,38,033
"Grand Forks County, North Dakota",33736,543,5186,3967,3655,3975,6369,2525,2858,1097,1981,38,035
"Grant County, North Dakota",1642,3,50,54,54,147,305,216,181,177,1960,38,037
"Griggs County, North Dakota",1353,9,39,50,63,67,209,201,165,66,1958,38,039
"Hettinger County, North Dakota",1438,17,60,70,17,179,230,169,230,112,1961,38,041
"Kidder County, North Dakota",1651,20,164,39,161,213,205,286,172,83,1969,38,043
"LaMoure County, North Dakota",2074,0,84,131,75,139,466,257,193,144,1964,38,045
"Logan County, North Dakota",1068,9,57,64,62,108,152,159,138,82,1965,38,047
"McHenry County, North Dakota",2832,0,216,113,230,223,417,432,327,168,1965,38,049
"McIntosh County, North Dakota",1701,0,48,93,74,90,232,200,267,243,1956,38,051
"McKenzie County, North Dakota",7691,65,3770,1063,522,549,558,250,247,125,2010,38,053
"McLean County, North Dakota",5794,15,892,449,399,501,1272,598,492,437,1975,38,055
"Mercer County, North Dakota",4657,27,451,343,373,960,1228,452,158,134,1979,38,057
"Morton County, North Dakota",15334,279,2400,2055,1427,992,3469,1160,1373,539,1979,38,059
"Mountrail County, North Dakota",5073,38,1382,672,420,472,532,422,288,203,1989,38,061
"Nelson County, North Dakota",1798,1,86,59,88,106,345,274,205,150,1962,38,063
"Oliver County, North Dakota",912,6,68,77,98,88,247,71,125,17,1975,38,065
"Pembina County, North Dakota",3517,17,82,68,321,365,777,459,501,215,1967,38,067
"Pierce County, North Dakota",2077,0,98,138,186,136,563,122,233,122,1971,38,069
"Ramsey County, North Dakota",5875,1,580,570,354,873,1104,702,567,309,1975,38,071
"Ransom County, North Dakota",2538,29,79,236,306,203,304,192,197,195,1964,38,073
"Renville County, North Dakota",1312,0,140,92,105,172,214,128,180,48,1973,38,075
"Richland County, North Dakota",7552,26,690,530,626,787,1370,935,597,445,1972,38,077
"Rolette County, North Dakota",4601,12,322,524,692,729,941,650,341,94,1980,38,079
"Sargent County, North Dakota",1997,0,217,134,250,144,333,172,166,92,1972,38,081
"Sheridan County, North Dakota",824,2,44,44,91,29,160,107,80,63,1966,38,083
"Sioux County, North Dakota",1276,4,59,214,211,186,308,106,52,56,1982,38,085
"Slope County, North Dakota",458,0,14,50,12,52,44,22,58,71,1954,38,087
"Stark County, North Dakota",15455,258,4483,1370,806,2352,2021,1154,1107,401,1987,38,089
"Steele County, North Dakota",1120,11,78,93,91,106,154,109,52,44,1968,38,091
"Stutsman County, North Dakota",10397,13,1106,873,650,1146,2028,1073,1423,842,1973,38,093
"Towner County, North Dakota",1263,2,6,72,92,170,242,192,81,81,1968,38,095
"Traill County, North Dakota",3656,58,192,228,290,212,722,274,294,281,1965,38,097
"Walsh County, North Dakota",5207,6,225,284,435,457,1272,695,641,258,1971,38,099
"Ward County, North Dakota",32372,259,7289,3803,2543,3353,4926,2910,3013,1012,1983,38,101
"Wells County, North Dakota",2250,8,84,51,103,253,345,374,320,233,1962,38,103
"Williams County, North Dakota",20291,174,7769,1661,749,2032,2074,1179,2205,610,1993,38,105
"Adams County, Ohio",12737,65,712,1995,2008,2048,1713,648,865,751,1982,39,001
"Allen County, Ohio",44697,115,1287,2805,3725,3395,8298,5439,6529,2559,1965,39,003
"Ashland County, Ohio",22517,193,731,2735,3131,1362,2786,1985,2896,1055,1968,39,005
"Ashtabula County, Ohio",46362,140,1177,3478,4827,3508,5984,4969,5328,2903,1962,39,007
"Athens County, Ohio",26466,164,1916,2840,5003,2538,3100,2315,1987,1043,1978,39,009
"Auglaize County, Ohio",20034,131,614,1848,2357,1903,3485,1358,2088,876,1971,39,011
"Belmont County, Ohio",31599,53,1864,2039,2685,2240,5035,2957,3839,2387,1964,39,013
"Brown County, Ohio",19460,113,640,2528,4676,2165,3076,1111,1428,692,1982,39,015
"Butler County, Ohio",154777,986,10389,21982,22859,18349,25797,13776,17563,5713,1979,39,017
"Carroll County, Ohio",13391,24,557,1216,2095,1280,2184,1161,1159,611,1973,39,019
"Champaign County, Ohio",16904,122,386,1538,2211,1811,2113,1444,1367,720,1968,39,021
"Clark County, Ohio",61092,56,1224,3511,5091,4172,9110,9910,8894,3972,1963,39,023
"Clermont County, Ohio",87534,1070,6888,13564,16944,11788,14067,6185,9625,1874,1986,39,025
"Clinton County, Ohio",17966,97,684,2358,3316,1696,2112,1327,2441,844,1976,39,027
"Columbiana County, Ohio",46133,164,977,4124,4415,3746,6569,4969,5754,3036,1964,39,029
"Coshocton County, Ohio",16321,106,731,1760,1502,1528,2171,1517,1637,799,1968,39,031
"Crawford County, Ohio",19844,90,320,1401,1056,1203,2530,2703,2838,1325,1958,39,033
"Cuyahoga County, Ohio",615513,2165,17231,24993,36289,36422,62344,87946,117931,56627,1957,39,035
"Darke County, Ohio",22643,75,334,1519,2302,1588,3840,2279,2327,1365,1963,39,037
"Defiance County, Ohio",16570,28,488,1283,1772,1251,2851,1887,1999,658,1967,39,039
"Delaware County, Ohio",84215,2459,15376,23218,18401,7098,5759,2747,2467,583,1999,39,041
"Erie County, Ohio",38400,91,1467,2319,4288,2863,6095,4937,5733,2405,1966,39,043
"Fairfield County, Ohio",63397,1000,4543,10079,11527,6236,8927,4729,5178,1793,1983,39,045
"Fayette County, Ohio",12694,38,351,1372,1494,898,2240,1302,1674,746,1970,39,047
"Franklin County, Ohio",588892,7075,53065,66763,79482,75351,86625,69065,63930,23334,1979,39,049
"Fulton County, Ohio",17708,87,894,1657,2470,1388,2280,1642,1599,792,1970,39,051
"Gallia County, Ohio",13454,99,781,1889,2217,1565,2488,1495,971,634,1979,39,053
"Geauga County, Ohio",37617,161,1759,3931,6626,4462,5993,3947,4290,1324,1977,39,055
"Greene County, Ohio",71925,670,4689,10376,9178,6236,11566,9132,10879,2771,1976,39,057
"Guernsey County, Ohio",19024,40,1126,2278,2303,1325,2954,1692,2029,853,1972,39,059
"Hamilton County, Ohio",380414,1792,15412,22078,26740,36752,47782,54752,55485,26776,1963,39,061
"Hancock County, Ohio",33871,187,1655,3811,4841,2893,4276,3362,3989,1095,1972,39,063
"Hardin County, Ohio",12921,78,625,1005,1522,1050,2044,1345,899,679,1969,39,065
"Harrison County, Ohio",7397,35,392,821,787,558,896,443,893,590,1965,39,067
"Henry County, Ohio",12053,17,410,702,1323,1146,1703,1099,1352,618,1963,39,069
"Highland County, Ohio",19005,26,1014,2173,3885,2228,2746,1091,1529,613,1979,39,071
"Hocking County, Ohio",13014,157,905,1582,2463,1697,1690,1293,570,424,1982,39,073
"Holmes County, Ohio",14560,127,1568,2563,2359,1623,1788,770,810,316,1986,39,075
"Huron County, Ohio",25575,68,619,2455,3039,2096,3758,2841,3058,1075,1967,39,077
"Jackson County, Ohio",14490,108,920,1955,2065,1686,1944,831,1400,893,1977,39,079
"Jefferson County, Ohio",31118,69,696,1501,1717,1726,3977,4775,5808,3457,1958,39,081
"Knox County, Ohio",26038,170,1145,3297,3432,2550,2956,2074,2394,1402,1972,39,083
"Lake County, Ohio",105877,691,5290,8797,12485,11156,18461,14430,18928,5314,1972,39,085
"Lawrence County, Ohio",26538,110,1988,2248,3481,2964,4493,3002,3455,974,1974,39,087
"Licking County, Ohio",73021,846,4258,11688,11156,6752,10594,7498,5785,2646,1978,39,089
"Logan County, Ohio",23797,171,1250,2445,3779,2246,2701,2038,2437,1026,1973,39,091
"Lorain County, Ohio",135584,1573,8947,17299,15231,9149,20101,17753,19048,6555,1972,39,093
"Lucas County, Ohio",200764,1050,8021,13301,15311,16215,27899,24206,30746,15841,1962,39,095
"Madison County, Ohio",16361,170,866,1773,2433,1755,2185,1811,1399,761,1975,39,097
"Mahoning County, Ohio",108077,301,2492,6497,10285,6434,16951,15048,21062,7963,1963,39,099
"Marion County, Ohio",27381,74,794,2124,2363,1864,4360,3182,3230,1296,1963,39,101
"Medina County, Ohio",75705,394,6330,12955,13555,7117,13970,6058,7370,1636,1984,39,103
"Meigs County, Ohio",10669,55,463,1371,1840,1252,1440,648,895,443,1978,39,105
"Mercer County, Ohio",18023,227,1106,2154,2370,1855,2332,1633,2383,1009,1974,39,107
"Miami County, Ohio",47028,435,3574,4022,5550,3064,7159,5753,4106,2781,1970,39,109
"Monroe County, Ohio",7147,59,669,742,798,681,1078,672,539,165,1974,39,111
"Montgomery County, Ohio",252475,999,6998,15618,18996,23605,42151,42322,42953,19072,1966,39,113
"Morgan County, Ohio",7311,76,522,947,940,696,992,586,462,370,1975,39,115
"Morrow County, Ohio",14615,109,1042,2570,2002,1312,2286,1036,895,438,1979,39,117
"Muskingum County, Ohio",38343,184,1540,4909,4508,3934,5305,3822,3107,2408,1972,39,119
"Noble County, Ohio",5797,1,344,947,816,750,784,578,337,233,1979,39,121
"Ottawa County, Ohio",28762,162,1425,3455,3372,3960,3403,2640,3185,1494,1974,39,123
"Paulding County, Ohio",8533,19,468,686,978,573,1439,1192,829,341,1969,39,125
"Perry County, Ohio",15021,136,743,2230,2443,1569,1763,879,864,672,1978,39,127
"Pickaway County, Ohio",22591,313,1525,3740,2992,2084,3315,2216,1991,812,1978,39,129
"Pike County, Ohio",12071,83,888,1211,2597,1533,1492,1008,1743,496,1982,39,131
"Portage County, Ohio",71040,414,5497,8809,9725,6518,11223,9138,7835,2831,1976,39,133
"Preble County, Ohio",18106,37,529,1828,2581,1642,2875,1547,1528,750,1972,39,135
"Putnam County, Ohio",13870,21,595,1311,1985,1561,1927,1242,1332,409,1972,39,137
"Richland County, Ohio",54616,212,1180,3826,4980,3819,9134,7543,9783,3845,1964,39,139
"Ross County, Ohio",32042,329,1025,3391,5152,3389,3845,3730,3746,1892,1973,39,141
"Sandusky County, Ohio",26475,25,569,1683,2412,2696,3531,2366,4090,1362,1960,39,143
"Scioto County, Ohio",33153,96,1100,2862,3528,3350,5063,3584,4229,2804,1968,39,145
"Seneca County, Ohio",23968,65,602,1305,1994,1719,3323,2340,2737,1091,1958,39,147
"Shelby County, Ohio",20113,67,818,2140,3178,1949,3001,2021,1789,883,1974,39,149
"Stark County, Ohio",167525,767,5360,12381,15700,13363,27158,21536,24066,12065,1966,39,151
"Summit County, Ohio",247239,1062,10562,19278,26610,19523,30205,31796,41255,16850,1965,39,153
"Trumbull County, Ohio",94510,158,2302,4413,8150,6762,18073,12689,17440,6862,1964,39,155
"Tuscarawas County, Ohio",40840,135,1952,4593,5162,3298,5291,3463,4401,2097,1970,39,157
"Union County, Ohio",24298,788,4330,5215,3696,1356,2491,983,1016,585,1995,39,159
"Van Wert County, Ohio",12574,74,364,923,1008,1250,1321,1314,1695,733,1960,39,161
"Vinton County, Ohio",5937,43,572,793,881,824,848,395,322,169,1982,39,163
"Warren County, Ohio",94910,1673,12534,20630,20710,8924,10215,6545,6516,1555,1994,39,165
"Washington County, Ohio",27979,100,1398,2460,3008,3510,4690,3087,2742,1179,1973,39,167
"Wayne County, Ohio",46804,202,2725,4973,6599,4962,7903,4837,4636,1750,1975,39,169
"Williams County, Ohio",16574,0,371,1440,2281,1360,2169,1800,1905,768,1966,39,171
"Wood County, Ohio",57282,413,3993,7819,8278,6358,9877,5203,4229,1635,1978,39,173
"Wyandot County, Ohio",9885,2,384,688,933,816,1586,691,981,608,1962,39,175
"Adair County, Oklahoma",8123,92,652,951,1109,1483,1696,941,532,324,1982,40,001
"Alfalfa County, Oklahoma",2480,1,125,125,66,184,318,429,221,263,1960,40,003
"Atoka County, Oklahoma",6015,84,624,864,796,1069,1154,602,394,157,1984,40,005
"Beaver County, Oklahoma",2467,20,81,96,107,413,399,397,338,360,1967,40,007
"Beckham County, Oklahoma",10120,15,1568,1218,673,1694,1771,842,1255,328,1981,40,009
"Blaine County, Oklahoma",4590,4,190,291,261,653,1088,575,489,392,1972,40,011
"Bryan County, Oklahoma",20605,367,3219,3124,3022,3039,3691,1258,1347,629,1988,40,013
"Caddo County, Oklahoma",11577,11,525,917,930,1441,2587,1584,1178,833,1972,40,015
"Canadian County, Oklahoma",60990,2551,13771,12185,6862,7867,8766,3927,1789,1288,1997,40,017
"Carter County, Oklahoma",21619,125,1753,2716,2497,2791,3333,1778,3154,1690,1977,40,019
"Cherokee County, Oklahoma",22273,391,2480,3847,3736,3477,3879,1968,1291,512,1988,40,021
"Choctaw County, Oklahoma",7115,45,574,851,940,1214,1587,654,582,346,1981,40,023
"Cimarron County, Oklahoma",1368,0,42,38,57,177,147,230,207,156,1960,40,025
"Cleveland County, Oklahoma",123193,1514,19580,23768,16288,21283,20560,11036,4544,2071,1990,40,027
"Coal County, Oklahoma",2581,16,162,314,234,299,634,291,241,88,1976,40,029
"Comanche County, Oklahoma",52647,372,4539,5867,5383,6847,10112,7787,6183,2736,1977,40,031
"Cotton County, Oklahoma",2707,25,36,167,330,176,609,356,243,299,1970,40,033
"Craig County, Oklahoma",6382,34,445,594,844,758,1037,709,646,372,1975,40,035
"Creek County, Oklahoma",31387,372,3625,4927,4148,4396,5687,3189,2023,845,1984,40,037
"Custer County, Oklahoma",12946,40,1365,1334,638,2177,3025,1479,998,547,1977,40,039
"Delaware County, Oklahoma",24282,153,2193,4007,4351,4417,4669,1899,1158,626,1987,40,041
"Dewey County, Oklahoma",2195,5,217,170,170,261,403,240,225,212,1973,40,043
"Ellis County, Oklahoma",2125,1,68,145,133,270,407,180,309,243,1968,40,045
"Garfield County, Oklahoma",27782,76,1833,1304,1875,3800,5511,3772,3670,1893,1971,40,047
"Garvin County, Oklahoma",12073,52,594,1010,847,1673,2518,2176,2152,561,1973,40,049
"Grady County, Oklahoma",23332,271,2369,3673,2509,3182,4295,1449,1576,1723,1981,40,051
"Grant County, Oklahoma",2175,11,153,129,62,260,403,226,265,173,1967,40,053
"Greer County, Oklahoma",2614,2,92,180,136,187,432,468,290,419,1964,40,055
"Harmon County, Oklahoma",1358,0,69,32,121,104,202,286,279,70,1965,40,057
"Harper County, Oklahoma",1714,18,30,114,110,132,276,351,247,144,1965,40,059
"Haskell County, Oklahoma",5675,64,493,850,833,794,932,695,396,205,1982,40,061
"Hughes County, Oklahoma",5782,10,378,510,574,656,940,432,669,783,1972,40,063
"Jackson County, Oklahoma",12046,36,609,855,1438,1357,2381,1862,1770,859,1973,40,065
"Jefferson County, Oklahoma",2742,16,69,177,141,284,746,346,334,236,1971,40,067
"Johnston County, Oklahoma",4710,33,304,879,611,772,814,406,412,200,1983,40,069
"Kay County, Oklahoma",20923,39,521,1064,1340,2189,3473,2871,3855,1852,1964,40,071
"Kingfisher County, Oklahoma",6426,101,484,941,491,742,1338,622,383,247,1977,40,073
"Kiowa County, Oklahoma",4684,13,209,151,264,408,815,501,829,357,1960,40,075
"Latimer County, Oklahoma",4682,36,448,813,512,841,773,425,274,293,1984,40,077
"Le Flore County, Oklahoma",21168,148,2064,2809,3369,3360,3749,2092,1380,929,1983,40,079
"Lincoln County, Oklahoma",14516,257,1690,1952,2413,1959,2506,1056,829,476,1985,40,081
"Logan County, Oklahoma",19362,463,3405,3865,2441,1917,3298,964,1042,655,1992,40,083
"Love County, Oklahoma",4724,84,565,593,626,658,1067,409,336,175,1982,40,085
"McClain County, Oklahoma",17125,751,3471,3480,2006,2381,2454,1046,702,345,1996,40,087
"McCurtain County, Oklahoma",14019,194,1142,1651,2269,2306,3400,1453,742,441,1982,40,089
