PartialFIPS,TEMPERATURE,Anomaly (1901-2000 base period),MONTH
PA-023,70.1,1.2,7
PA-025,71.7,2.5,7
PA-027,71.7,1.5,7
PA-029,76.2,2.3,7
PA-031,70.7,1.5,7
PA-033,70.3,1.5,7
PA-035,71.8,1.8,7
PA-037,72.4,1.6,7
PA-039,69.8,1.1,7
PA-041,76.6,3.1,7
PA-043,75.9,3.1,7
PA-045,78.2,2.8,7
PA-047,69.8,2.3,7
PA-049,69.8,0.7,7
PA-051,72.1,1.3,7
PA-053,69.8,1.7,7
PA-055,76.0,2.9,7
PA-057,74.8,2.2,7
PA-059,72.7,0.7,7
PA-061,73.5,1.6,7
PA-063,71.0,1.0,7
PA-065,70.2,1.9,7
PA-067,74.6,1.7,7
PA-069,71.1,2.8,7
PA-071,76.7,2.9,7
PA-073,72.0,1.0,7
PA-075,75.8,3.0,7
PA-077,75.1,2.6,7
PA-079,71.6,2.4,7
PA-081,71.6,1.9,7
PA-083,69.2,2.6,7
PA-085,71.0,1.5,7
PA-087,73.7,1.5,7
PA-089,71.1,2.7,7
PA-091,77.6,3.4,7
PA-093,73.3,1.6,7
PA-095,74.5,3.0,7
PA-097,73.4,1.7,7
PA-099,75.4,2.5,7
PA-101,79.0,3.5,7
PA-103,71.2,2.8,7
PA-105,68.9,1.4,7
PA-107,72.8,2.1,7
PA-109,73.8,1.7,7
PA-111,70.0,1.9,7
PA-113,68.9,1.7,7
PA-115,70.9,2.4,7
PA-117,69.5,1.6,7
PA-119,73.1,1.8,7
PA-121,70.6,1.5,7
PA-123,69.1,1.4,7
PA-125,72.8,0.8,7
PA-127,70.6,2.7,7
PA-129,72.9,1.5,7
PA-131,71.6,2.5,7
PA-133,77.0,3.7,7
RI-001,75.1,3.7,7
RI-003,74.1,3.9,7
RI-005,74.4,3.8,7
RI-007,74.2,3.8,7
RI-009,74.3,4.2,7
SC-001,80.6,0.7,7
SC-003,81.9,1.7,7
SC-005,81.7,1.4,7
SC-007,80.0,1.2,7
SC-009,81.2,0.9,7
SC-011,81.4,1.1,7
SC-013,84.2,3.1,7
SC-015,82.5,1.9,7
SC-017,82.0,1.5,7
SC-019,82.9,2.1,7
SC-021,79.0,0.8,7
SC-023,79.9,0.6,7
SC-025,81.1,1.7,7
SC-027,82.0,1.5,7
SC-029,82.7,2.4,7
SC-031,82.4,2.4,7
SC-033,82.7,2.8,7
SC-035,82.7,2.2,7
SC-037,81.7,1.4,7
SC-039,80.7,0.7,7
SC-041,82.5,2.0,7
SC-043,81.7,1.4,7
SC-045,78.2,0.7,7
SC-047,80.8,0.5,7
SC-049,82.6,2.3,7
SC-051,81.8,1.8,7
SC-053,83.6,2.9,7
SC-055,81.4,1.8,7
SC-057,80.0,1.3,7
SC-059,80.0,0.3,7
SC-061,82.4,2.5,7
SC-063,81.9,1.8,7
SC-065,81.2,0.8,7
SC-067,82.4,2.0,7
SC-069,82.3,2.3,7
SC-071,81.0,0.8,7
SC-073,77.8,0.5,7
SC-075,81.9,1.4,7
SC-077,77.9,0.8,7
SC-079,81.8,1.3,7
SC-081,81.5,1.3,7
SC-083,79.3,0.9,7
SC-085,82.5,2.3,7
SC-087,79.9,0.6,7
SC-089,81.9,1.4,7
SC-091,79.4,0.8,7
SD-003,71.4,-2.7,7
SD-005,71.1,-2.3,7
SD-007,71.8,-0.9,7
SD-009,72.4,-2.6,7
SD-011,68.4,-2.8,7
SD-013,69.5,-2.0,7
SD-015,71.8,-2.7,7
SD-017,71.1,-2.8,7
SD-019,71.2,-0.4,7
SD-021,68.8,-2.9,7
SD-023,72.7,-2.7,7
SD-025,69.7,-1.4,7
SD-027,71.7,-2.9,7
SD-029,68.7,-1.2,7
SD-031,69.7,-2.4,7
SD-033,68.9,-1.1,7
SD-035,71.9,-2.6,7
SD-037,68.8,-1.4,7
SD-039,68.6,-1.6,7
SD-041,71.4,-1.8,7
SD-043,72.0,-2.8,7
SD-045,69.3,-2.3,7
SD-047,71.7,-1.1,7
SD-049,70.1,-2.0,7
SD-051,69.6,-1.2,7
SD-053,72.5,-2.2,7
SD-055,71.9,-2.3,7
SD-057,68.9,-1.5,7
SD-059,70.5,-2.4,7
SD-061,71.9,-2.4,7
SD-063,70.6,0.5,7
SD-065,72.0,-2.3,7
SD-067,72.0,-2.5,7
SD-069,70.1,-2.4,7
SD-071,72.9,-1.6,7
SD-073,70.5,-2.9,7
SD-075,72.8,-2.2,7
SD-077,69.6,-2.2,7
SD-079,69.3,-2.9,7
SD-081,65.1,-1.3,7
SD-083,70.5,-3.0,7
SD-085,72.6,-2.4,7
SD-087,70.9,-2.4,7
SD-089,67.9,-2.6,7
SD-091,67.9,-2.4,7
SD-093,71.2,-1.1,7
SD-095,73.3,-1.6,7
SD-097,70.7,-2.5,7
SD-099,70.2,-2.4,7
SD-101,68.8,-3.1,7
SD-102,72.0,-1.3,7
SD-103,69.8,-1.3,7
SD-105,70.1,-0.9,7
SD-107,69.3,-2.9,7
SD-109,69.4,-1.4,7
SD-111,71.4,-2.7,7
SD-115,71.0,-1.6,7
SD-117,72.5,-2.2,7
SD-119,70.7,-2.8,7
SD-121,71.8,-1.9,7
SD-123,73.1,-1.6,7
SD-125,71.2,-2.6,7
SD-127,71.6,-2.8,7
SD-129,69.3,-2.6,7
SD-135,71.9,-2.7,7
SD-137,71.6,-1.5,7
TN-001,75.6,-0.3,7
TN-003,78.1,0.4,7
TN-005,79.2,0.7,7
TN-007,75.1,0.3,7
TN-009,75.8,-0.3,7
TN-011,78.0,0.1,7
TN-013,73.8,-0.3,7
TN-015,76.9,0.2,7
TN-017,79.0,0.3,7
TN-019,72.3,1.3,7
TN-021,78.5,0.5,7
TN-023,79.2,0.3,7
TN-025,74.7,0.1,7
TN-027,77.1,0.2,7
TN-029,75.7,0.2,7
TN-031,76.6,0.3,7
TN-033,79.5,0.1,7
TN-035,73.0,-0.4,7
TN-037,79.1,0.8,7
TN-039,79.4,0.6,7
TN-041,76.9,-0.1,7
TN-043,77.9,0.6,7
TN-045,79.8,-0.0,7
TN-047,79.6,-0.3,7
TN-049,73.5,-0.1,7
TN-051,76.9,0.4,7
TN-053,79.4,0.2,7
TN-055,76.8,-0.7,7
TN-057,76.1,0.2,7
TN-059,75.5,-0.1,7
TN-061,74.1,0.0,7
TN-063,76.5,0.0,7
TN-065,78.0,0.5,7
TN-067,75.2,0.3,7
TN-069,79.2,-0.0,7
TN-071,79.3,0.3,7
TN-073,75.9,0.2,7
TN-075,79.6,0.0,7
TN-077,79.1,0.5,7
TN-079,79.2,0.4,7
TN-081,78.2,0.8,7
TN-083,78.6,0.7,7
TN-085,78.8,0.9,7
TN-087,77.2,-0.1,7
TN-089,77.4,0.5,7
TN-091,71.1,1.6,7
TN-093,77.3,0.2,7
TN-095,79.8,-0.3,7
TN-097,79.8,-0.5,7
TN-099,76.7,-0.4,7
TN-101,77.3,0.4,7
TN-103,77.8,-0.1,7
TN-105,77.2,-0.4,7
TN-107,77.4,-0.1,7
TN-109,79.4,0.3,7
TN-111,77.2,0.2,7
TN-113,79.3,0.3,7
TN-115,76.3,0.1,7
TN-117,78.1,0.4,7
TN-119,78.3,0.8,7
TN-121,77.6,0.2,7
TN-123,75.5,-0.5,7
TN-125,78.6,0.6,7
TN-127,77.6,0.4,7
TN-129,74.1,-0.1,7
TN-131,79.4,-0.1,7
TN-133,75.3,-0.2,7
TN-135,79.0,0.9,7
TN-137,75.7,0.3,7
TN-139,76.1,-0.6,7
TN-141,75.7,-0.2,7
TN-143,76.2,0.1,7
TN-145,77.0,-0.0,7
TN-147,78.0,0.1,7
TN-149,78.6,0.6,7
TN-151,73.8,0.2,7
TN-153,75.1,0.3,7
TN-155,74.1,-0.2,7
TN-157,81.0,-0.2,7
TN-159,77.6,-0.3,7
TN-161,78.8,0.5,7
TN-163,75.4,1.1,7
TN-165,78.1,0.3,7
TN-167,80.1,-0.5,7
TN-169,78.0,0.0,7
TN-171,71.3,0.4,7
TN-173,75.6,-0.1,7
TN-175,74.7,0.0,7
TN-177,76.1,-0.1,7
TN-179,75.3,0.5,7
TN-181,78.2,0.5,7
TN-183,79.4,0.2,7
TN-185,75.5,-0.3,7
TN-187,78.4,0.8,7
TN-189,78.4,0.4,7
TX-001,86.1,3.2,7
TX-003,86.3,5.7,7
TX-005,87.2,4.7,7
TX-007,86.8,3.2,7
TX-009,87.3,2.6,7
TX-011,82.4,2.9,7
TX-013,88.4,3.6,7
TX-015,88.0,4.6,7
TX-017,81.3,4.1,7
TX-019,86.3,4.6,7
TX-021,88.6,4.8,7
TX-023,87.1,2.3,7
TX-025,88.1,3.8,7
TX-027,88.5,5.1,7
TX-029,88.3,4.3,7
TX-031,87.6,4.7,7
TX-033,85.6,3.3,7
TX-035,87.7,3.6,7
TX-037,83.4,1.5,7
TX-039,86.5,3.9,7
TX-041,88.4,4.7,7
TX-043,86.2,6.2,7
TX-045,83.2,2.7,7
TX-047,89.0,4.1,7
TX-049,87.5,4.3,7
TX-051,88.5,4.9,7
TX-053,88.5,5.0,7
TX-055,89.5,5.5,7
TX-057,87.1,3.9,7
TX-059,86.1,3.2,7
TX-061,87.9,3.6,7
TX-063,84.2,1.8,7
TX-065,81.0,2.2,7
TX-067,83.5,1.1,7
TX-069,80.7,3.5,7
TX-071,86.2,3.7,7
TX-073,85.6,3.1,7
TX-075,85.4,1.9,7
TX-077,87.1,2.5,7
TX-079,81.8,4.3,7
TX-081,87.1,4.3,7
TX-083,87.1,4.4,7
TX-085,85.6,2.2,7
TX-087,83.6,1.6,7
TX-089,88.6,5.3,7
TX-091,87.8,4.5,7
TX-093,88.0,4.8,7
TX-095,87.1,4.7,7
TX-097,85.9,2.2,7
TX-099,88.3,4.7,7
TX-101,85.5,1.6,7
TX-103,88.8,5.5,7
TX-105,87.2,4.7,7
TX-107,83.0,2.4,7
TX-109,85.1,6.9,7
TX-111,77.5,0.8,7
TX-113,87.7,3.1,7
TX-115,84.3,3.3,7
TX-117,80.6,3.9,7
TX-119,83.6,0.8,7
TX-121,87.7,3.3,7
TX-123,89.3,5.3,7
TX-125,84.6,2.1,7
TX-127,90.0,3.9,7
TX-129,82.8,2.2,7
TX-131,88.8,4.0,7
TX-133,86.5,3.4,7
TX-135,87.5,6.0,7
TX-137,85.6,4.3,7
TX-139,87.8,3.0,7
TX-141,88.8,7.8,7
TX-143,88.1,4.8,7
TX-145,87.6,3.9,7
TX-147,84.2,1.4,7
TX-149,89.0,5.3,7
TX-151,86.8,3.7,7
TX-153,81.3,1.8,7
TX-155,86.2,1.6,7
TX-157,88.0,5.0,7
TX-159,84.0,1.6,7
TX-161,87.2,3.6,7
TX-163,88.6,3.8,7
TX-165,84.5,4.8,7
TX-167,86.5,3.8,7
TX-169,85.9,3.6,7
TX-171,86.1,4.7,7
TX-173,86.9,5.2,7
TX-175,88.4,4.4,7
TX-177,89.8,5.6,7
TX-179,81.0,1.6,7
TX-181,85.2,1.7,7
TX-183,84.5,1.4,7
TX-185,87.9,4.4,7
TX-187,89.0,4.9,7
TX-189,80.6,2.1,7
TX-191,84.9,2.2,7
TX-193,88.2,4.9,7
TX-195,81.0,1.1,7
TX-197,85.9,1.6,7
TX-199,85.9,3.9,7
TX-201,87.4,4.3,7
TX-203,83.8,0.7,7
TX-205,78.6,1.4,7
TX-207,87.1,2.8,7
TX-209,87.8,4.5,7
TX-211,81.2,0.7,7
TX-213,85.9,2.7,7
TX-215,89.0,3.5,7
TX-217,87.8,3.2,7
TX-219,81.9,3.4,7
TX-221,88.1,3.6,7
TX-223,83.6,1.0,7
TX-225,86.6,3.4,7
TX-227,86.4,4.1,7
TX-229,85.3,7.1,7
TX-231,84.3,1.4,7
TX-233,82.4,1.9,7
TX-235,86.7,4.6,7
TX-237,87.5,3.9,7
TX-239,87.9,4.8,7
TX-241,85.8,4.3,7
TX-243,82.6,7.3,7
TX-245,86.4,4.1,7
TX-247,89.2,4.1,7
TX-249,88.7,4.0,7
TX-251,87.3,2.9,7
TX-253,86.8,2.9,7
TX-255,88.5,4.2,7
TX-257,85.8,1.6,7
TX-259,86.5,4.4,7
TX-261,88.1,3.9,7
TX-263,86.8,3.5,7
TX-265,85.3,4.7,7
TX-267,86.1,5.1,7
TX-269,86.3,2.3,7
TX-271,88.9,4.0,7
TX-273,88.7,4.7,7
TX-275,86.7,2.0,7
TX-277,82.8,0.3,7
TX-279,80.8,3.0,7
TX-281,88.4,5.0,7
TX-283,89.5,3.6,7
TX-285,89.5,6.0,7
TX-287,88.1,4.6,7
TX-289,86.8,3.3,7
TX-291,86.3,3.6,7
TX-293,87.3,3.5,7
TX-295,80.5,0.3,7
TX-297,88.4,3.6,7
TX-299,88.8,5.1,7
TX-301,88.6,6.4,7
TX-303,82.4,3.2,7
TX-305,83.7,3.5,7
TX-307,87.4,4.9,7
TX-309,87.8,3.8,7
TX-311,88.8,3.5,7
TX-313,87.5,3.9,7
TX-315,83.5,0.5,7
TX-317,86.5,4.8,7
TX-319,87.8,5.4,7
TX-321,86.8,4.1,7
TX-323,90.3,3.9,7
TX-325,87.8,4.1,7
TX-327,86.3,5.3,7
TX-329,87.4,5.6,7
TX-331,88.3,4.9,7
TX-333,87.9,4.9,7
TX-335,87.2,4.3,7
TX-337,86.5,2.7,7
TX-339,87.5,4.3,7
TX-341,80.6,1.6,7
TX-343,83.9,1.5,7
TX-345,84.1,1.6,7
TX-347,86.6,4.3,7
TX-349,87.9,3.5,7
TX-351,85.7,4.2,7
TX-353,86.3,4.5,7
TX-355,88.3,4.2,7
TX-357,80.6,0.6,7
TX-359,80.3,2.2,7
TX-361,85.9,3.9,7
TX-363,88.1,4.0,7
TX-365,84.8,1.9,7
TX-367,87.8,3.5,7
TX-369,81.1,4.4,7
TX-371,87.0,6.1,7
TX-373,87.0,4.4,7
TX-375,81.5,2.6,7
TX-377,85.6,6.8,7
TX-379,83.8,0.9,7
TX-381,81.1,3.4,7
TX-383,86.9,5.1,7
TX-385,85.3,4.2,7
TX-387,82.8,0.9,7
TX-389,88.7,7.1,7
TX-391,87.1,3.4,7
TX-393,81.8,1.4,7
TX-395,87.7,4.1,7
TX-397,85.5,1.8,7
TX-399,87.3,4.3,7
TX-401,85.1,2.4,7
TX-403,86.1,4.5,7
TX-405,86.3,4.4,7
TX-407,87.1,4.0,7
TX-409,87.6,3.6,7
TX-411,88.2,5.1,7
TX-413,86.0,4.7,7
TX-415,86.2,3.7,7
TX-417,86.7,2.6,7
TX-419,85.4,3.1,7
TX-421,79.5,0.7,7
TX-423,84.6,2.1,7
TX-425,88.0,3.6,7
TX-427,89.8,4.0,7
TX-429,86.5,2.5,7
TX-431,86.7,4.7,7
TX-433,86.9,2.9,7
TX-435,86.0,4.8,7
TX-437,80.8,2.5,7
TX-439,88.3,3.4,7
TX-441,86.3,3.6,7
TX-443,88.2,4.8,7
TX-445,83.2,3.8,7
TX-447,86.9,2.5,7
TX-449,84.2,1.9,7
TX-451,87.1,4.3,7
TX-453,88.4,4.4,7
TX-455,87.2,4.1,7
TX-457,86.2,4.4,7
TX-459,84.0,1.4,7
TX-461,87.6,5.2,7
TX-463,87.8,3.7,7
TX-465,88.5,4.0,7
TX-467,84.4,1.2,7
TX-469,88.0,4.5,7
TX-471,87.6,4.0,7
TX-473,88.0,4.7,7
TX-475,89.4,6.3,7
TX-477,87.8,4.3,7
TX-479,89.9,3.8,7
TX-481,87.9,4.8,7
TX-483,81.8,1.1,7
TX-485,86.8,2.2,7
TX-487,86.6,2.0,7
TX-489,87.8,3.4,7
TX-491,88.4,4.9,7
TX-493,88.4,4.0,7
TX-495,88.2,6.2,7
TX-497,87.7,3.6,7
TX-499,83.9,1.4,7
TX-501,83.2,5.1,7
TX-503,87.1,3.0,7
TX-505,90.6,4.2,7
TX-507,89.5,3.8,7
UT-001,75.7,4.2,7
UT-003,76.2,3.8,7
UT-005,69.8,3.7,7
UT-007,71.2,3.8,7
UT-009,66.2,2.4,7
UT-011,76.4,4.0,7
UT-013,66.9,3.5,7
UT-015,78.4,4.5,7
UT-017,75.4,5.3,7
UT-019,79.2,4.7,7
UT-021,74.9,4.7,7
UT-023,78.1,3.9,7
UT-025,78.7,4.7,7
UT-027,78.9,4.1,7
UT-029,69.2,3.8,7
UT-031,68.4,4.3,7
UT-033,66.2,3.4,7
UT-035,76.4,4.6,7
UT-037,80.4,4.8,7
UT-039,69.3,3.7,7
UT-041,70.5,4.3,7
UT-043,62.7,3.4,7
UT-045,79.4,3.7,7
UT-047,73.5,3.9,7
UT-049,73.1,3.8,7
UT-051,65.5,3.4,7
UT-053,82.2,5.5,7
UT-055,79.9,6.3,7
UT-057,72.2,3.5,7
VT-001,71.1,3.6,7
VT-003,69.3,4.7,7
VT-005,68.7,3.4,7
VT-007,71.6,3.8,7
VT-009,68.0,3.9,7
VT-011,70.8,3.5,7
VT-013,72.0,2.2,7
VT-015,68.8,3.8,7
VT-017,69.2,3.2,7
VT-019,68.6,3.6,7
VT-021,69.7,3.7,7
VT-023,68.6,3.3,7
VT-025,70.5,4.3,7
VT-027,70.1,4.1,7
VA-001,80.0,3.3,7
VA-003,77.7,2.8,7
VA-005,72.8,0.7,7
VA-007,78.9,1.9,7
VA-009,75.7,1.4,7
VA-011,76.9,1.6,7
VA-013,79.2,3.0,7
VA-015,73.6,1.7,7
VA-017,72.2,1.1,7
VA-019,76.5,1.4,7
VA-021,70.7,1.0,7
VA-023,75.2,1.0,7
VA-025,79.6,2.3,7
VA-027,74.1,1.5,7
VA-029,77.8,1.9,7
VA-031,76.6,1.4,7
VA-033,79.2,2.7,7
VA-035,72.0,1.5,7
VA-036,80.7,2.2,7
VA-037,77.3,1.4,7
VA-041,79.6,1.9,7
VA-043,77.0,2.9,7
VA-045,73.1,1.3,7
VA-047,78.5,3.3,7
VA-049,78.4,1.8,7
VA-051,73.4,1.0,7
VA-053,79.6,2.1,7
VA-057,79.7,2.3,7
VA-059,79.1,3.3,7
VA-061,78.0,3.4,7
VA-063,71.5,1.7,7
VA-065,78.2,2.2,7
VA-067,76.4,1.8,7
VA-069,75.7,2.4,7
VA-071,72.4,1.6,7
VA-073,80.6,2.6,7
VA-075,78.4,1.8,7
VA-077,69.5,1.3,7
VA-079,76.7,3.3,7
VA-081,80.1,2.3,7
VA-083,77.9,1.5,7
VA-085,79.2,2.1,7
VA-087,79.9,2.1,7
VA-089,77.3,1.6,7
VA-091,69.8,1.6,7
VA-093,80.4,2.1,7
VA-095,80.7,2.4,7
VA-097,79.9,2.4,7
VA-099,80.2,3.4,7
VA-101,80.0,2.4,7
VA-103,80.0,2.5,7
VA-105,74.6,0.6,7
VA-107,78.0,3.1,7
VA-109,77.8,2.0,7
VA-111,78.3,1.7,7
VA-113,76.7,3.3,7
VA-115,80.5,2.5,7
VA-117,79.1,2.1,7
VA-119,80.2,2.4,7
VA-121,73.6,1.8,7
VA-125,75.9,2.0,7
VA-127,80.3,2.4,7
VA-131,80.2,2.6,7
VA-133,80.0,2.8,7
VA-135,78.8,2.0,7
VA-137,78.3,2.9,7
VA-139,74.9,3.0,7
VA-141,75.0,1.5,7
VA-143,77.0,0.9,7
VA-145,78.7,1.8,7
VA-147,77.8,1.6,7
VA-149,80.4,2.0,7
VA-153,79.6,3.9,7
VA-155,72.9,1.5,7
VA-157,76.2,3.1,7
VA-159,79.5,2.1,7
VA-161,75.6,1.9,7
VA-163,74.4,0.9,7
VA-165,73.7,2.0,7
VA-167,72.8,1.3,7
VA-169,74.6,0.8,7
VA-171,75.1,2.5,7
VA-173,71.1,1.4,7
VA-175,80.2,2.3,7
VA-177,78.6,3.1,7
VA-179,79.9,4.2,7
VA-181,80.6,2.3,7
VA-183,80.2,2.2,7
VA-185,70.8,1.4,7
VA-187,76.0,2.9,7
VA-191,73.4,1.3,7
VA-193,79.8,2.5,7
VA-195,72.0,0.6,7
VA-197,71.6,1.3,7
VA-199,80.8,2.4,7
VA-510,79.8,3.0,7
VA-520,75.0,1.3,7
VA-530,76.0,0.9,7
VA-540,78.4,2.9,7
VA-550,80.5,2.7,7
VA-570,80.2,1.8,7
VA-580,74.7,0.5,7
VA-590,78.1,0.8,7
VA-595,80.2,2.2,7
VA-600,78.5,3.2,7
VA-610,78.5,3.0,7
VA-620,80.1,2.2,7
VA-630,79.8,4.2,7
VA-640,71.8,1.5,7
VA-650,80.9,2.2,7
VA-660,74.8,1.9,7
VA-670,80.4,1.7,7
VA-680,76.7,1.5,7
VA-683,79.6,3.8,7
VA-685,79.5,3.8,7
VA-690,77.5,1.7,7
VA-700,80.9,2.2,7
VA-710,81.2,2.8,7
VA-720,71.8,0.6,7
VA-730,80.1,1.9,7
VA-735,80.9,2.2,7
VA-740,81.2,2.6,7
VA-750,73.7,1.7,7
VA-760,79.9,2.2,7
VA-770,77.7,2.1,7
VA-775,77.4,2.0,7
VA-790,75.1,2.0,7
VA-800,80.1,2.1,7
VA-810,81.0,3.3,7
VA-820,75.5,2.4,7
VA-830,80.6,2.6,7
VA-840,76.4,2.7,7
WA-001,73.6,3.7,7
WA-003,72.5,5.4,7
WA-005,76.6,4.0,7
WA-007,65.2,3.9,7
WA-009,60.1,2.3,7
WA-011,68.7,3.9,7
WA-013,71.1,4.3,7
WA-015,65.7,3.7,7
WA-017,72.8,3.4,7
WA-019,66.5,3.1,7
WA-021,75.9,3.8,7
WA-023,71.8,4.9,7
WA-025,75.2,3.0,7
WA-027,63.2,2.7,7
WA-029,64.5,3.2,7
WA-031,59.8,2.8,7
WA-033,64.0,3.1,7
WA-035,66.9,3.6,7
WA-037,67.2,3.3,7
WA-039,70.5,4.0,7
WA-041,64.2,3.3,7
WA-043,70.5,2.7,7
WA-045,64.5,3.1,7
WA-047,66.0,3.4,7
WA-049,63.0,3.0,7
WA-051,66.5,4.3,7
WA-053,63.2,3.2,7
WA-055,63.8,2.7,7
WA-057,62.8,3.4,7
WA-059,63.6,3.9,7
WA-061,62.8,3.1,7
WA-063,70.9,4.1,7
WA-065,69.5,4.0,7
WA-067,66.1,2.7,7
WA-069,63.2,3.3,7
WA-071,75.5,3.1,7
WA-073,62.0,3.7,7
WA-075,72.0,4.1,7
WA-077,68.3,3.4,7
WV-001,72.6,1.6,7
WV-003,76.3,2.3,7
WV-005,74.9,0.8,7
WV-007,74.2,0.7,7
WV-009,72.9,0.3,7
WV-011,76.4,1.3,7
WV-013,74.0,0.3,7
WV-015,74.4,0.7,7
WV-017,74.1,1.1,7
WV-019,71.8,0.5,7
WV-021,74.3,0.6,7
WV-023,72.4,2.0,7
WV-025,70.1,1.2,7
WV-027,74.6,1.8,7
WV-029,72.4,0.1,7
WV-031,73.3,1.9,7
WV-033,73.8,1.1,7
WV-035,75.2,0.9,7
WV-037,77.0,2.6,7
WV-039,75.3,0.7,7
WV-041,74.1,1.2,7
WV-043,76.6,1.3,7
WV-045,75.8,1.2,7
WV-047,73.5,1.0,7
WV-049,73.0,0.5,7
WV-051,73.2,0.8,7
WV-053,75.1,0.4,7
WV-055,71.0,0.5,7
WV-057,74.8,1.8,7
WV-059,76.5,1.4,7
WV-061,72.9,0.8,7
WV-063,72.6,1.4,7
WV-065,75.6,2.1,7
WV-067,71.3,0.9,7
WV-069,72.8,0.5,7
WV-071,70.8,1.8,7
WV-073,74.2,0.8,7
WV-075,68.0,1.7,7
WV-077,71.3,1.9,7
WV-079,75.9,1.0,7
WV-081,71.2,0.4,7
WV-083,68.9,2.1,7
WV-085,74.1,0.7,7
WV-087,74.4,0.5,7
WV-089,72.5,0.8,7
WV-091,73.2,0.8,7
WV-093,69.3,2.2,7
WV-095,74.2,0.9,7
WV-097,72.2,1.5,7
WV-099,76.6,1.6,7
WV-101,70.1,0.9,7
WV-103,73.4,0.8,7
WV-105,74.5,0.8,7
WV-107,75.1,1.1,7
WV-109,73.1,0.7,7
WI-001,69.8,-0.4,7
WI-003,64.7,-1.2,7
WI-005,67.5,-1.3,7
WI-007,65.5,-0.4,7
WI-009,69.8,1.3,7
WI-011,70.5,-0.8,7
WI-013,68.2,-0.5,7
WI-015,70.5,1.0,7
WI-017,68.0,-1.2,7
WI-019,68.2,-0.2,7
WI-021,71.5,0.6,7
WI-023,70.8,-1.5,7
WI-025,72.0,0.7,7
WI-027,71.5,0.7,7
WI-029,67.5,0.2,7
WI-031,65.9,-0.5,7
WI-033,69.3,-1.1,7
WI-035,69.2,-0.6,7
WI-037,64.5,-0.4,7
WI-039,71.3,1.2,7
WI-041,63.9,-0.9,7
WI-043,71.3,-1.1,7
WI-045,71.2,-0.7,7
WI-047,71.7,1.0,7
WI-049,71.3,-0.0,7
WI-051,63.5,-1.6,7
WI-053,69.7,0.1,7
WI-055,71.8,0.1,7
WI-057,69.8,-0.3,7
WI-059,72.4,0.2,7
WI-061,68.9,1.2,7
WI-063,70.2,-1.1,7
WI-065,70.9,-0.7,7
WI-067,65.5,-0.3,7
WI-069,65.8,-0.9,7
WI-071,70.0,1.6,7
WI-073,67.9,0.0,7
WI-075,67.2,-0.0,7
WI-077,71.2,0.3,7
WI-078,67.9,0.4,7
WI-079,72.4,1.0,7
WI-081,69.3,-0.6,7
WI-083,67.9,0.0,7
WI-085,63.8,-1.8,7
WI-087,70.4,0.8,7
WI-089,71.5,1.3,7
WI-091,70.4,-1.0,7
WI-093,69.9,-1.3,7
WI-095,68.8,-0.8,7
WI-097,69.5,0.3,7
WI-099,64.6,-1.4,7
WI-101,72.0,0.1,7
WI-103,70.8,-0.7,7
WI-105,72.2,-0.1,7
WI-107,66.2,-1.8,7
WI-109,69.6,-1.1,7
WI-111,70.7,-0.2,7
WI-113,65.3,-1.3,7
WI-115,69.1,0.8,7
WI-117,70.7,1.3,7
WI-119,66.2,-1.0,7
WI-121,70.1,-0.6,7
WI-123,69.8,-1.3,7
WI-125,63.0,-1.7,7
WI-127,70.9,-1.0,7
WI-129,66.8,-0.9,7
WI-131,71.2,1.0,7
WI-133,71.5,0.3,7
WI-135,70.6,1.0,7
WI-137,70.4,0.4,7
WI-139,71.5,1.0,7
WI-141,69.0,-0.1,7
WY-001,63.6,1.2,7
WY-003,68.0,0.8,7
WY-005,69.8,0.3,7
WY-007,65.9,1.4,7
WY-009,68.9,0.2,7
WY-011,68.5,-0.3,7
WY-013,65.1,0.6,7
WY-015,70.6,0.2,7
WY-017,67.6,0.3,7
WY-019,67.7,0.5,7
WY-021,68.1,0.7,7
WY-023,63.8,3.0,7
WY-025,68.6,0.4,7
WY-027,71.2,0.4,7
WY-029,61.4,1.1,7
WY-031,70.1,0.7,7
WY-033,66.3,-0.2,7
WY-035,60.2,1.9,7
WY-037,67.7,1.8,7
WY-039,58.8,1.8,7
WY-041,65.3,2.8,7
WY-043,70.0,0.4,7
WY-045,70.1,-0.2,7
AL-001,83.1,3.1,8
AL-003,87.1,6.2,8
AL-005,83.2,3.3,8
AL-007,81.4,1.9,8
AL-009,79.3,1.4,8
AL-011,82.4,2.8,8
AL-013,83.7,4.0,8
AL-015,79.8,1.8,8
AL-017,79.8,2.0,8
AL-019,79.1,1.0,8
AL-021,81.1,2.0,8
AL-023,85.4,5.0,8
AL-025,85.6,5.4,8
AL-027,79.1,2.2,8
AL-029,78.8,2.1,8
AL-031,83.9,3.9,8
AL-033,79.0,0.8,8
AL-035,84.6,4.2,8
AL-037,80.4,1.9,8
AL-039,84.5,4.2,8
AL-041,83.0,3.5,8
AL-043,79.2,1.4,8
AL-045,84.0,3.8,8
AL-047,84.4,4.2,8
AL-049,76.7,0.2,8
AL-051,81.8,2.0,8
AL-053,85.1,4.5,8
AL-055,79.4,1.3,8
AL-057,80.7,1.1,8
AL-059,78.9,1.0,8
AL-061,84.6,4.2,8
AL-063,82.9,2.1,8
AL-065,82.9,2.6,8
AL-067,83.9,3.5,8
AL-069,84.6,3.8,8
